PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33742450","Report of a case with ferredoxin reductase (FDXR) gene variants in a Chinese boy exhibiting hearing loss, visual impairment, and motor retardation","Yang C, Zhang Y, Li J, Song Z, Yi Z, Li F, Xue J, Zhang W, Wang C.","Int J Dev Neurosci. 2021 Jun;81(4):364-369. doi: 10.1002/jdn.10104. Epub 2021 Mar 26.","Yang C","Int J Dev Neurosci","2021","2021/03/20","","","10.1002/jdn.10104"
"37870818","Are there good days and bad days for hearing? Quantifying day-to-day intraindividual speech perception variability in older and younger adults","Kuhlmann I, Angonese G, Thiel C, Kollmeier B, Hildebrandt A.","J Exp Psychol Hum Percept Perform. 2023 Nov;49(11):1377-1394. doi: 10.1037/xhp0001159.","Kuhlmann I","J Exp Psychol Hum Percept Perform","2023","2023/10/23","","","10.1037/xhp0001159"
"25614262","Preschool television programmes: analysis using SmartSound IQ data logging","Hanvey K, DeBold L.","Cochlear Implants Int. 2015 Jan;16 Suppl 1:S26-9. doi: 10.1179/1467010014Z.000000000229.","Hanvey K","Cochlear Implants Int","2015","2015/01/24","","","10.1179/1467010014Z.000000000229"
"29340520","Analysis of serum microRNA expression in male workers with occupational noise-induced hearing loss","Li YH, Yang Y, Yan YT, Xu LW, Ma HY, Shao YX, Cao CJ, Wu X, Qi MJ, Wu YY, Chen R, Hong Y, Tan XH, Yang L.","Braz J Med Biol Res. 2018 Jan 11;51(3):e6426. doi: 10.1590/1414-431X20176426.","Li YH","Braz J Med Biol Res","2018","2018/01/18","PMC5769754","","10.1590/1414-431X20176426"
"35484022","Modelling speech reception thresholds and their improvements due to spatial noise reduction algorithms in bimodal cochlear implant users","Zedan A, Jürgens T, Williges B, Hülsmeier D, Kollmeier B.","Hear Res. 2022 Jul;420:108507. doi: 10.1016/j.heares.2022.108507. Epub 2022 Apr 11.","Zedan A","Hear Res","2022","2022/04/28","PMC9188268","","10.1016/j.heares.2022.108507"
"31379484","Acquisition of Subcortical Auditory Potentials With Around-the-Ear cEEGrid Technology in Normal and Hearing Impaired Listeners","Garrett M, Debener S, Verhulst S.","Front Neurosci. 2019 Jul 16;13:730. doi: 10.3389/fnins.2019.00730. eCollection 2019.","Garrett M","Front Neurosci","2019","2019/08/06","PMC6646709","","10.3389/fnins.2019.00730"
"26302946","Enhanced audio-visual interactions in the auditory cortex of elderly cochlear-implant users","Schierholz I, Finke M, Schulte S, Hauthal N, Kantzke C, Rach S, Büchner A, Dengler R, Sandmann P.","Hear Res. 2015 Oct;328:133-47. doi: 10.1016/j.heares.2015.08.009. Epub 2015 Aug 21.","Schierholz I","Hear Res","2015","2015/08/26","","","10.1016/j.heares.2015.08.009"
"29848201","Application of Data Mining to a Large Hearing-Aid Manufacturer's Dataset to Identify Possible Benefits for Clinicians, Manufacturers, and Users","Mellor J, Stone MA, Keane J.","Trends Hear. 2018 Jan-Dec;22:2331216518773632. doi: 10.1177/2331216518773632.","Mellor J","Trends Hear","2018","2018/06/01","PMC6022813","","10.1177/2331216518773632"
"32826505","Prediction of the Functional Status of the Cochlear Nerve in Individual Cochlear Implant Users Using Machine Learning and Electrophysiological Measures","Skidmore J, Xu L, Chao X, Riggs WJ, Pellittieri A, Vaughan C, Ning X, Wang R, Luo J, He S.","Ear Hear. 2021 Jan/Feb;42(1):180-192. doi: 10.1097/AUD.0000000000000916.","Skidmore J","Ear Hear","2021","2020/08/23","PMC8156737","NIHMS1673385","10.1097/AUD.0000000000000916"
"12820379","Sequence variations of mitochondrial DNA and individual sensitivity to the ototoxic effect of cisplatin","Peters U, Preisler-Adams S, Lanvers-Kaminsky C, Jürgens H, Lamprecht-Dinnesen A.","Anticancer Res. 2003 Mar-Apr;23(2B):1249-55.","Peters U","Anticancer Res","2003","2003/06/25","","",""
"36816123","Cortical-brainstem interplay during speech perception in older adults with and without hearing loss","Lai J, Alain C, Bidelman GM.","Front Neurosci. 2023 Feb 2;17:1075368. doi: 10.3389/fnins.2023.1075368. eCollection 2023.","Lai J","Front Neurosci","2023","2023/02/23","PMC9932544","","10.3389/fnins.2023.1075368"
"30239437","Case Report of a New Coupler for Round Window Application of an Active Middle Ear Implant","Lenarz T, Zimmermann D, Maier H, Busch S.","Otol Neurotol. 2018 Dec;39(10):e1060-e1063. doi: 10.1097/MAO.0000000000001996.","Lenarz T","Otol Neurotol","2018","2018/09/22","","","10.1097/MAO.0000000000001996"
"33459563","3D Printing of a BAHA Protective Cap","Siu AKY, Lee LPY, Leung SML.","Ear Nose Throat J. 2021 Jun;100(3_suppl):204S-206S. doi: 10.1177/0145561320987642. Epub 2021 Jan 18.","Siu AKY","Ear Nose Throat J","2021","2021/01/18","","","10.1177/0145561320987642"
"18449604","Transplantation of mouse embryonic stem cells into the cochlea of an auditory-neuropathy animal model: effects of timing after injury","Lang H, Schulte BA, Goddard JC, Hedrick M, Schulte JB, Wei L, Schmiedt RA.","J Assoc Res Otolaryngol. 2008 Jun;9(2):225-40. doi: 10.1007/s10162-008-0119-x. Epub 2008 May 1.","Lang H","J Assoc Res Otolaryngol","2008","2008/05/02","PMC2504604","","10.1007/s10162-008-0119-x"
"27262349","ECAP analysis in cochlear implant patients as a function of patient's age and electrode-design","Christov F, Munder P, Berg L, Bagus H, Lang S, Arweiler-Harbeck D.","Eur Ann Otorhinolaryngol Head Neck Dis. 2016 Jun;133 Suppl 1:S1-3. doi: 10.1016/j.anorl.2016.04.015. Epub 2016 Jun 1.","Christov F","Eur Ann Otorhinolaryngol Head Neck Dis","2016","2016/06/06","","","10.1016/j.anorl.2016.04.015"
"25519045","Auditory feedback modulates development of kitten vocalizations","Hubka P, Konerding W, Kral A.","Cell Tissue Res. 2015 Jul;361(1):279-94. doi: 10.1007/s00441-014-2059-6. Epub 2014 Dec 19.","Hubka P","Cell Tissue Res","2015","2014/12/19","PMC4487352","","10.1007/s00441-014-2059-6"
"33677192","Sex difference in the efferent inner hair cell synapses of the aging murine cochlea","Dondzillo A, Takeda H, Gubbels SP.","Hear Res. 2021 May;404:108215. doi: 10.1016/j.heares.2021.108215. Epub 2021 Feb 21.","Dondzillo A","Hear Res","2021","2021/03/07","PMC8143057","NIHMS1680791","10.1016/j.heares.2021.108215"
"28327385","Acoustic startle modification as a tool for evaluating auditory function of the mouse: Progress, pitfalls, and potential","Lauer AM, Behrens D, Klump G.","Neurosci Biobehav Rev. 2017 Jun;77:194-208. doi: 10.1016/j.neubiorev.2017.03.009. Epub 2017 Mar 19.","Lauer AM","Neurosci Biobehav Rev","2017","2017/03/23","PMC5446932","NIHMS864851","10.1016/j.neubiorev.2017.03.009"
"26034270","Rab3-interacting molecules 2α and 2β promote the abundance of voltage-gated CaV1.3 Ca2+ channels at hair cell active zones","Jung S, Oshima-Takago T, Chakrabarti R, Wong AB, Jing Z, Yamanbaeva G, Picher MM, Wojcik SM, Göttfert F, Predoehl F, Michel K, Hell SW, Schoch S, Strenzke N, Wichmann C, Moser T.","Proc Natl Acad Sci U S A. 2015 Jun 16;112(24):E3141-9. doi: 10.1073/pnas.1417207112. Epub 2015 Jun 1.","Jung S","Proc Natl Acad Sci U S A","2015","2015/06/03","PMC4475996","","10.1073/pnas.1417207112"
"38033551","Altered neural encoding of vowels in noise does not affect behavioral vowel discrimination in gerbils with age-related hearing loss","Heeringa AN, Jüchter C, Beutelmann R, Klump GM, Köppl C.","Front Neurosci. 2023 Nov 14;17:1238941. doi: 10.3389/fnins.2023.1238941. eCollection 2023.","Heeringa AN","Front Neurosci","2023","2023/11/30","PMC10682387","","10.3389/fnins.2023.1238941"
"19850978","Neural synchrony in ventral cochlear nucleus neuron populations is not mediated by intrinsic processes but is stimulus induced: implications for auditory brainstem implants","Shivdasani MN, Mauger SJ, Rathbone GD, Paolini AG.","J Neural Eng. 2009 Dec;6(6):065003. doi: 10.1088/1741-2560/6/6/065003. Epub 2009 Oct 23.","Shivdasani MN","J Neural Eng","2009","2009/10/24","","","10.1088/1741-2560/6/6/065003"
"27741320","Measuring Disability in Population Based Surveys: The Interrelationship between Clinical Impairments and Reported Functional Limitations in Cameroon and India","Mactaggart I, Kuper H, Murthy GV, Oye J, Polack S.","PLoS One. 2016 Oct 14;11(10):e0164470. doi: 10.1371/journal.pone.0164470. eCollection 2016.","Mactaggart I","PLoS One","2016","2016/10/15","PMC5065175","","10.1371/journal.pone.0164470"
"28372897","Audiologist-patient communication profiles in hearing rehabilitation appointments","Meyer C, Barr C, Khan A, Hickson L.","Patient Educ Couns. 2017 Aug;100(8):1490-1498. doi: 10.1016/j.pec.2017.03.022. Epub 2017 Mar 18.","Meyer C","Patient Educ Couns","2017","2017/04/05","","","10.1016/j.pec.2017.03.022"
"36974396","Development of Novel Musical Stimuli to Investigate the Perception of Musical Emotions in Individuals With Hearing Loss","Lee J, Han JH, Lee HJ.","J Korean Med Sci. 2023 Mar 27;38(12):e82. doi: 10.3346/jkms.2023.38.e82.","Lee J","J Korean Med Sci","2023","2023/03/28","PMC10042730","","10.3346/jkms.2023.38.e82"
"32629569","[Combined effect of noise and hand-transmitted vibration on noise-induced hearing loss in the automobile manufacturing industry]","Duan DP, Bai LX, Qiu CX, Huang TY, Tang SH, Liu YM.","Zhonghua Lao Dong Wei Sheng Zhi Ye Bing Za Zhi. 2020 Jun 20;38(6):420-423. doi: 10.3760/cma.j.cn121094-20191009-00470.","Duan DP","Zhonghua Lao Dong Wei Sheng Zhi Ye Bing Za Zhi","2020","2020/07/07","","","10.3760/cma.j.cn121094-20191009-00470"
"20812268","Automatic determination of optimal linear drilling trajectories for cochlear access accounting for drill-positioning error","Noble JH, Majdani O, Labadie RF, Dawant B, Fitzpatrick JM.","Int J Med Robot. 2010 Sep;6(3):281-90. doi: 10.1002/rcs.330.","Noble JH","Int J Med Robot","2010","2010/09/03","PMC2933923","NIHMS202155","10.1002/rcs.330"
"29557274","Brain Volume Differences Associated With Hearing Impairment in Adults","Alfandari D, Vriend C, Heslenfeld DJ, Versfeld NJ, Kramer SE, Zekveld AA.","Trends Hear. 2018 Jan-Dec;22:2331216518763689. doi: 10.1177/2331216518763689.","Alfandari D","Trends Hear","2018","2018/03/21","PMC5863860","","10.1177/2331216518763689"
"21899671","Objective eye-gaze behaviour during face-to-face communication with proficient alaryngeal speakers: a preliminary study","Evitts P, Gallop R.","Int J Lang Commun Disord. 2011 Sep-Oct;46(5):535-49. doi: 10.1111/j.1460-6984.2011.00005.x. Epub 2011 Mar 7.","Evitts P","Int J Lang Commun Disord","2011","2011/09/09","","","10.1111/j.1460-6984.2011.00005.x"
"27832602","Activity-dependent formation and location of voltage-gated sodium channel clusters at a CNS nerve terminal during postnatal development","Xu J, Berret E, Kim JH.","J Neurophysiol. 2017 Feb 1;117(2):582-593. doi: 10.1152/jn.00617.2016. Epub 2016 Nov 9.","Xu J","J Neurophysiol","2017","2016/11/11","PMC5288486","","10.1152/jn.00617.2016"
"15381686","BetaIVSigma1 spectrin stabilizes the nodes of Ranvier and axon initial segments","Lacas-Gervais S, Guo J, Strenzke N, Scarfone E, Kolpe M, Jahkel M, De Camilli P, Moser T, Rasband MN, Solimena M.","J Cell Biol. 2004 Sep 27;166(7):983-90. doi: 10.1083/jcb.200408007. Epub 2004 Sep 20.","Lacas-Gervais S","J Cell Biol","2004","2004/09/24","PMC2172023","","10.1083/jcb.200408007"
"18649152","Use of telemedicine in the remote programming of cochlear implants","Ramos A, Rodriguez C, Martinez-Beneyto P, Perez D, Gault A, Falcon JC, Boyle P.","Acta Otolaryngol. 2009 May;129(5):533-40. doi: 10.1080/00016480802294369.","Ramos A","Acta Otolaryngol","2009","2008/07/24","","","10.1080/00016480802294369"
"17306048","Acoustic shock","McFerran DJ, Baguley DM.","J Laryngol Otol. 2007 Apr;121(4):301-5. doi: 10.1017/S0022215107006111. Epub 2007 Feb 19.","McFerran DJ","J Laryngol Otol","2007","2007/02/20","","","10.1017/S0022215107006111"
"31042688","Epidural recordings in cochlear implant users","Haumann S, Bauernfeind G, Teschner MJ, Schierholz I, Bleichner MG, Büchner A, Lenarz T.","J Neural Eng. 2019 Jul 30;16(5):056008. doi: 10.1088/1741-2552/ab1e80.","Haumann S","J Neural Eng","2019","2019/05/03","","","10.1088/1741-2552/ab1e80"
"23201030","Salicylate-induced cochlear impairments, cortical hyperactivity and re-tuning, and tinnitus","Chen GD, Stolzberg D, Lobarinas E, Sun W, Ding D, Salvi R.","Hear Res. 2013 Jan;295:100-13. doi: 10.1016/j.heares.2012.11.016. Epub 2012 Nov 27.","Chen GD","Hear Res","2013","2012/12/04","PMC4191647","NIHMS427726","10.1016/j.heares.2012.11.016"
"34060625","Reading Achievement of Deaf Students: Challenging the Fourth Grade Ceiling","Mayer C, Trezek BJ, Hancock GR.","J Deaf Stud Deaf Educ. 2021 Jun 14;26(3):427-437. doi: 10.1093/deafed/enab013.","Mayer C","J Deaf Stud Deaf Educ","2021","2021/06/01","","","10.1093/deafed/enab013"
"35010261","Occupational Hearing Loss for Platinum Miners in South Africa: A Case Study of Data Sharing Practices and Ethical Challenges in the Mining Industry","Ntlhakana L, Nelson G, Khoza-Shangase K, Dorkin E.","Int J Environ Res Public Health. 2021 Dec 21;19(1):1. doi: 10.3390/ijerph19010001.","Ntlhakana L","Int J Environ Res Public Health","2021","2022/01/11","PMC8750121","","10.3390/ijerph19010001"
"23055939","A mutation in the Srrm4 gene causes alternative splicing defects and deafness in the Bronx waltzer mouse","Nakano Y, Jahan I, Bonde G, Sun X, Hildebrand MS, Engelhardt JF, Smith RJ, Cornell RA, Fritzsch B, Bánfi B.","PLoS Genet. 2012;8(10):e1002966. doi: 10.1371/journal.pgen.1002966. Epub 2012 Oct 4.","Nakano Y","PLoS Genet","2012","2012/10/12","PMC3464207","","10.1371/journal.pgen.1002966"
"37402672","[Low-frequency fluctuation amplitude changes in resting-state brain functional magnetic resonance imaging and its correlation with clinical hearing levels in patients with unilateral hearing impairment]","Li HM, Han XW, Sang CY, Sui Y, Ma GL.","Zhonghua Yi Xue Za Zhi. 2023 Jul 4;103(25):1911-1917. doi: 10.3760/cma.j.cn112137-20221107-02337.","Li HM","Zhonghua Yi Xue Za Zhi","2023","2023/07/04","","","10.3760/cma.j.cn112137-20221107-02337"
"32608243","A National Survey of Hearing Loss in the Philippines","Newall JP, Martinez N, Swanepoel W, McMahon CM.","Asia Pac J Public Health. 2020 Jul;32(5):235-241. doi: 10.1177/1010539520937086. Epub 2020 Jul 1.","Newall JP","Asia Pac J Public Health","2020","2020/07/02","","","10.1177/1010539520937086"
"21543753","Behavioral training enhances cortical temporal processing in neonatally deafened juvenile cats","Beitel RE, Vollmer M, Raggio MW, Schreiner CE.","J Neurophysiol. 2011 Aug;106(2):944-59. doi: 10.1152/jn.00731.2010. Epub 2011 May 4.","Beitel RE","J Neurophysiol","2011","2011/05/06","PMC3154807","","10.1152/jn.00731.2010"
"18394579","A mutation in HOXA2 is responsible for autosomal-recessive microtia in an Iranian family","Alasti F, Sadeghi A, Sanati MH, Farhadi M, Stollar E, Somers T, Van Camp G.","Am J Hum Genet. 2008 Apr;82(4):982-91. doi: 10.1016/j.ajhg.2008.02.015.","Alasti F","Am J Hum Genet","2008","2008/04/09","PMC2427268","","10.1016/j.ajhg.2008.02.015"
"33206675","Objective measurement of tinnitus using functional near-infrared spectroscopy and machine learning","Shoushtarian M, Alizadehsani R, Khosravi A, Acevedo N, McKay CM, Nahavandi S, Fallon JB.","PLoS One. 2020 Nov 18;15(11):e0241695. doi: 10.1371/journal.pone.0241695. eCollection 2020.","Shoushtarian M","PLoS One","2020","2020/11/18","PMC7673524","","10.1371/journal.pone.0241695"
"38334885","A Systematic Review on the Genetic Contribution to Tinnitus","Perez-Carpena P, Lopez-Escamez JA, Gallego-Martinez Á.","J Assoc Res Otolaryngol. 2024 Feb;25(1):13-33. doi: 10.1007/s10162-024-00925-6. Epub 2024 Feb 9.","Perez-Carpena P","J Assoc Res Otolaryngol","2024","2024/02/09","PMC10907330","","10.1007/s10162-024-00925-6"
"35680846","LDL receptor-related protein 1 (LRP1), a novel target for opening the blood-labyrinth barrier (BLB)","Shi X, Wang Z, Ren W, Chen L, Xu C, Li M, Fan S, Xu Y, Chen M, Zheng F, Zhang W, Zhou X, Zhang Y, Qiu S, Wu L, Zhou P, Lv X, Cui T, Qiao Y, Zhao H, Guo W, Chen W, Li S, Zhong W, Lin J, Yang S.","Signal Transduct Target Ther. 2022 Jun 10;7(1):175. doi: 10.1038/s41392-022-00995-z.","Shi X","Signal Transduct Target Ther","2022","2022/06/10","PMC9184653","","10.1038/s41392-022-00995-z"
"35671600","Dopaminergic and cholinergic innervation in the mouse cochlea after noise-induced or age-related synaptopathy","Grierson KE, Hickman TT, Liberman MC.","Hear Res. 2022 Sep 1;422:108533. doi: 10.1016/j.heares.2022.108533. Epub 2022 May 21.","Grierson KE","Hear Res","2022","2022/06/07","","","10.1016/j.heares.2022.108533"
"28460251","Streptococcus pneumoniae-induced ototoxicity in organ of Corti explant cultures","Perny M, Solyga M, Grandgirard D, Roccio M, Leib SL, Senn P.","Hear Res. 2017 Jul;350:100-109. doi: 10.1016/j.heares.2017.04.012. Epub 2017 Apr 25.","Perny M","Hear Res","2017","2017/05/02","","","10.1016/j.heares.2017.04.012"
"15068921","Brain network interactions in auditory, visual and linguistic processing","Horwitz B, Braun AR.","Brain Lang. 2004 May;89(2):377-84. doi: 10.1016/S0093-934X(03)00349-3.","Horwitz B","Brain Lang","2004","2004/04/08","","","10.1016/S0093-934X(03)00349-3"
"27787394","Toward Automated Cochlear Implant Fitting Procedures Based on Event-Related Potentials","Finke M, Billinger M, Büchner A.","Ear Hear. 2017 Mar/Apr;38(2):e118-e127. doi: 10.1097/AUD.0000000000000377.","Finke M","Ear Hear","2017","2016/10/28","","","10.1097/AUD.0000000000000377"
"30825037","Towards a Mechanistic-Driven Precision Medicine Approach for Tinnitus","Tzounopoulos T, Balaban C, Zitelli L, Palmer C.","J Assoc Res Otolaryngol. 2019 Apr;20(2):115-131. doi: 10.1007/s10162-018-00709-9. Epub 2019 Mar 1.","Tzounopoulos T","J Assoc Res Otolaryngol","2019","2019/03/03","PMC6453992","","10.1007/s10162-018-00709-9"
"33505982","Automatic Recognition of Auditory Brainstem Response Characteristic Waveform Based on Bidirectional Long Short-Term Memory","Chen C, Zhan L, Pan X, Wang Z, Guo X, Qin H, Xiong F, Shi W, Shi M, Ji F, Wang Q, Yu N, Xiao R.","Front Med (Lausanne). 2021 Jan 11;7:613708. doi: 10.3389/fmed.2020.613708. eCollection 2020.","Chen C","Front Med (Lausanne)","2021","2021/01/28","PMC7829202","","10.3389/fmed.2020.613708"
"32938634","The Neural Bases of Tinnitus: Lessons from Deafness and Cochlear Implants","Knipper M, van Dijk P, Schulze H, Mazurek B, Krauss P, Scheper V, Warnecke A, Schlee W, Schwabe K, Singer W, Braun C, Delano PH, Fallgatter AJ, Ehlis AC, Searchfield GD, Munk MHJ, Baguley DM, Rüttiger L.","J Neurosci. 2020 Sep 16;40(38):7190-7202. doi: 10.1523/JNEUROSCI.1314-19.2020.","Knipper M","J Neurosci","2020","2020/09/17","PMC7534911","","10.1523/JNEUROSCI.1314-19.2020"
